"","year","country.x","TOTAL","TAX","SPEND","DTOTALE","DTAXE","DSPENDE","ccode","WAGESH","NPINV","PDEBT","RYIELD","RGROWTH","INFL","UNEM","OGAP","ACTPOPG","RGDPGR","GPINVB","RGDPB","COMNGCONS","COMNGINV","country.y","gini_disp","gini_mkt","country.x.x","iso","ifs","pop","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","hpnom","unemp","wage","debtgdp","revenue","expenditure","xrusd","tloans","tmort","thh","tbus","bdebt","lev","ltd","noncore","crisisJST","crisisJST_old","peg","peg_strict","peg_type","peg_base","JSTtrilemmaIV","eq_tr","housing_tr","bond_tr","bill_rate","rent_ipolated","housing_capgain_ipolated","housing_capgain","housing_rent_rtn","housing_rent_yd","eq_capgain","eq_dp","eq_capgain_interp","eq_tr_interp","eq_dp_interp","bond_rate","eq_div_rtn","capital_tr","risky_tr","safe_tr","country.y.y","ginv","pinv","ginv_nom","pinv_nom","RGCONS","NGCONS","SOCPR","HEALTH","EDUC","PUBSERV","OTHER","DEFSAFE","HOUS","ENVIR","ECAFF","ORDER","DEF","RECR","CAPB","change_CAPB","sum_spillover_total","sum_spillover_tax","sum_spillover_spend","GREXPART","banking_crisis","V1","sum_spillover_CAPB","approval","Country","STRIKE","GOVCRISIS","RIOTS","DEMONSTR","lrgov","TOPTEN","BOTTOMFIFTY","TOPBOTTOM","log_TOPBOTTOM","log_ginv","log_pinv","log_RGCONS","RATIOINVCONS","CONSRATIOINVCONS","log_DEFSAFE","log_EDUC","log_HEALTH","log_OTHER","log_PUBSERV","log_SOCPR","log_APPROV","log_WAGESH"
"394","1993","United Kingdom",0,0,0,0,0,0,"GBR",62.1276559,NA,37.96,4.944014381,2.3,"2.533",10.375,"-2.096",NA,NA,NA,1177.809,NA,NA,"United Kingdom",33.1,52.2,"UK","GBR",112,58026.92,771.414,0.202617085,114.9253731,-9.648,136.11,122.229,20.34475,483.5037384,5.21,7.6875,92.5087108,10.3482,117.4134516,37.994,242.023,253.666,0.675128274,581.788,290.8139063,446.867,134.921,548.9970093,4.199999809,117.5277328,73.06718445,0,0,0,0,"FLOAT","DEU",0,0.275480747,0.016521184,0.227906346,0.052099999,NA,NA,-0.023896975,0.040418159,0.041407678,0.233540371,0.034000002,NA,NA,NA,0.076875001,0.041940376,0.129475057,0.127839759,0.140003175,"United Kingdom",56.783,281.159,24.095,119.304,368,203.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,-1.02,0.37219152,0.121956615,0.248830464,-0.988192239,0,394,0.544515225902632,22.732759,"United Kingdom",1,1,0,0,9,0.3423,0.1893,1.80824088748019,0.592354487320862,4.03923698515454,5.63892034560768,5.90808293816893,0.118328520635669,NA,NA,NA,NA,NA,NA,NA,3.12380701193255,4.12919123440843
"395","1994","United Kingdom",0.83,0.68,0.15,1,1,1,"GBR",59.6673301,NA,40.724,6.128731743,3.4,"1.994",9.5,"-1.327",NA,NA,NA,1223.107,NA,NA,"United Kingdom",33.7,53.5,"UK","GBR",112,58212.52,812.289,0.198380024,117.1991604,-3.446,147.116,135.143,21.65998,506.3772706,5.15,8.1775,94.77351916,9.6502,121.6866333,40.79,261.337,264.812,0.64,598.45,308.9889063,469.397,129.053,548.8599854,4.639999866,117.1103134,73.61695862,0,0,0,0,"FLOAT","DEU",0,-0.059496474,0.068196535,-0.104130499,0.0515,NA,NA,0.024482021,0.043714512,0.042669866,-0.095669687,0.039999999,NA,NA,NA,0.081775002,0.036173213,0.009099417,0.015356909,-0.02631525,"United Kingdom",58.33,285.003,25.116,122.716,372,214.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,0.72,0.436449427,0.092719213,0.343730214,1.856470361,0,395,0.164502801075789,20.640619,"United Kingdom",0,0,0,0,9,0.3504,0.2017,1.73723351512147,0.55229391410207,4.06611654076555,5.65249970652904,5.91889385427315,0.116933362509253,NA,NA,NA,NA,NA,NA,NA,3.02726093047374,4.08878463610524
"396","1995","United Kingdom",0.28,0.23,0.05,0,0,0,"GBR",59.831649,0.665580311,43.653,5.570765119,2.4,"2.63",8.625,"-1.936",0.298738893,2.531340267,17.974,1254.068,175.1568,21.6871,"United Kingdom",33.7,54,"UK","GBR",112,58426.01,853.228,0.1957958,120.3125,-5.28,168.0551,153.3526,22.84985,555.9452065,6.33,8.243333333,95.47038328,8.6936,125.4787284,43.738,274.456,277.402,0.64516129,637.681,323.62875,494.006,143.675,490.4830017,4.973248599,113.6027756,72.27258777,0,0,0,0,"FLOAT","DEU",0,0.230209991,0.052432515,0.175601229,0.063299999,NA,NA,0.007353321,0.045079194,0.044750132,0.185173407,0.037999999,NA,NA,NA,0.082433335,0.045036588,0.130662069,0.132757649,0.119450614,"United Kingdom",54.047,287.666,24.247,129.057,377,229.08,183760.611985758,62158.6338695845,54693.1,66181.5033110292,57973.7894506292,183760.611985758,"11357.3909230831","6107.9291519446","30149.4333139019","22775.1543377837","33400.712862478","10359.0360616996",-0.43,1.33,0.49207458,0.274133579,0.217941001,-0.06592532,0,396,0,21.363569,"United Kingdom",0,1,5,0,9,0.3532,0.2024,1.74505928853755,0.556788531316495,3.98985403838199,5.66180008491553,5.93224518744801,0.10584511960887,0.123815347163227,12.1213891677109,10.9094928378574,11.037445007155,10.9677462813646,11.1001562967061,12.1213891677109,3.06168708814933,4.09153476844617
"397","1996","United Kingdom",0.3,0,0.3,0,0,0,"GBR",58.2310575,0.214007813,43.714,5.385712189,2.6,"2.425",8.1,"-2.567",0.323311435,2.49157143,16.051,1285.314,185.6357,19.7236,"United Kingdom",33.6,53.8,"UK","GBR",112,58618.66,911.191,0.201547736,123.2003711,-4.695,184.1126,167.764,24.41571,608.5220182,5.78,8.0325,93.36297748,8.1916,129.9594378,43.846,294.401,285.09,0.588928151,682.394,341.6329063,518.618,163.751,493.7550049,5.192582884,106.216095,71.83857721,0,0,0,0,"FLOAT","DEU",0,0.158099324,0.024710376,0.077643976,0.057799999,NA,NA,-0.022073857,0.046784233,0.047840253,0.116778523,0.037,NA,NA,NA,0.080325,0.041320805,0.085578077,0.088965625,0.067721985,"United Kingdom",38.961,318.701,18.358,150.173,380,235.679,182114.821742579,62204.9686995515,53911.9,66570.7010713946,52994.0795068681,182114.821742579,"11550.0279497383","5631.4694864525","25692.3420794533","22677.200706998","32793.1980039832","10120.2399912241",0.9,1.33,0.340673693,0.111734204,0.23034393,-0.1740119,0,397,1.66275295868684,23.73016,"United Kingdom",0,1,1,2,9,0.3654,0.2003,1.82426360459311,0.601176401272134,3.66256114579606,5.76425335916547,5.94017125272043,0.0778940847508688,0.106248959655928,12.1123926558278,10.8951065117497,11.0381901581663,10.8779354788769,11.1060198358807,12.1123926558278,3.16674681294496,4.06441884642601
"398","1997","United Kingdom",0.69,0.53,0.16,0,0,0,"GBR",59.9515762,0.195614415,44.132,5.227893729,4.9,"1.825",6.95,"-1.041",0.310203381,4.975360107,17.174,1349.263,220.9318,24.807,"United Kingdom",33.9,53.7,"UK","GBR",112,58808.27,952.585,0.189065523,125.4482928,-1.308,187.1351,171.5945,26.01345,680.1278,6.48,7.125833333,98.94121553,7.0722,135.5249505,43.267,319.821,291.568,0.604668037,699.787,361.3442188,517.627,182.127,538.9509888,4.810120753,102.5985031,73.40335019,0,0,0,0,"FLOAT","DEU",0,0.235671148,0.109210551,0.167594641,0.064800002,NA,NA,0.059747439,0.049463116,0.046674438,0.197355762,0.032000002,NA,NA,NA,0.071258336,0.038315386,0.16552189,0.173865691,0.116197318,"United Kingdom",35.118,316.935,16.244,146.599,375,250.413,187664.596853315,62809.6024127401,55802.9,69560.1274794061,51990.3646486601,187664.596853315,"10683.3781400968","5883.0047593565","25649.1648444978","23140.0074140578","32911.9939099338","9774.816904709",1.46,0.56,0.486416505,0.178518056,0.30818389,0.687447574,0,398,0.411700948052632,43.423271,"United Kingdom",0,0,1,0,3.652,0.3634,0.2017,1.80168567178979,0.588722711001905,3.55871381953714,5.75869670553359,5.92692602597041,0.0648688366818017,0.112283519167453,12.1424115891921,10.9295811183451,11.047863245429,10.8588136851762,11.1499468011205,12.1424115891921,3.77099549556018,4.09353717303782
"399","1998","United Kingdom",0.31,0.3,0.01,0,0,0,"GBR",59.7429302,0.257485647,41.97,3.992602481,3.4,"1.557",6.25,"-0.862",0.364959388,3.414234289,18.683,1395.33,236.7666,27.6198,"United Kingdom",34.3,54,"UK","GBR",112,59035.65,998.318,0.192484734,127.4020214,-3.548,185.243,163.482,27.54077,741.3339,6.82,5.532583333,106.1287307,6.2032,142.4205264,40.929,338.77,299.105,0.60114217,743.652,381.485375,551.39,192.253,612.5650024,4.851582155,103.2704239,73.53389445,0,0,0,0,"FLOAT","DEU",0,0.136739612,0.120766729,0.211694181,0.0682,NA,NA,0.072647192,0.048119534,0.044860542,0.109014258,0.025,NA,NA,NA,0.055325832,0.027725358,0.130521372,0.129102409,0.139947087,"United Kingdom",38.371,341.134,17.754,157.84,388,265.248,188041.725411219,66211.4027757182,56795.6,75310.0381669658,51592.937896615,188041.725411219,"10557.5472862656","6467.2837645053","23873.6118912722","24299.8265732459","32137.9844460009","10694.4949545719",2.88,1.42,0.066099304,0.014003171,0.052096133,-0.04306266,0,399,0.0813630201378948,47.063259,"United Kingdom",0,0,0,0,1,0.3733,0.197,1.89492385786802,0.63917865718255,3.64730196594688,5.83227536197105,5.96100533962327,0.0669335866811437,0.11665412266764,12.1444191608629,10.94721413692,11.1006079744596,10.8511400796344,11.2293687138934,12.1444191608629,3.85149263292011,4.09005086079835
"400","1999","United Kingdom",0.21,0.21,0.01,0,0,0,"GBR",61.84013,0.158447269,40.41,3.764623027,3.1,"1.329",5.975,"-0.875",0.549477287,3.066228061,18.562,1438.114,260.569,28.1782,"United Kingdom",34.6,54.2,"UK","GBR",112,59293.32,1041.97,0.192347144,129.0948252,-25.143,194.577,165.451,30.7717,770.6917,5.04,4.846083333,113.6657393,6.0429,149.27837,39.431,364.908,307.693,0.618658748,804.527,411.1707188,600.939,203.609,721.8959961,4.833876011,108.8010712,73.23327835,0,0,0,0,"FLOAT","DEU",0,0.23799023,0.11724522,-0.04147502,0.0504,NA,NA,0.071017347,0.046227872,0.043162581,0.212527156,0.021,NA,NA,NA,0.048460834,0.025463071,0.163920864,0.183396369,0.00446249,"United Kingdom",39.232,347.441,18.529,164.093,402,277.699,190617.12008312,70867.1275201088,62411.4,66253.299672654,55535.4892412344,190617.12008312,"9395.8322701679","7734.7439653627","26214.8682925151","26978.5553637699","30388.955750565","12190.0447131888",3.34,0.46,0.02466982,0.023641784,0.000899531,0.241688888,0,400,0.06957019007,45.381321,"United Kingdom",0,0,0,2,1,0.3747,0.1911,1.9607535321821,0.673328854553414,3.66949274031375,5.85059486641722,5.99645208861902,0.0667233227343274,0.108141029823195,12.1580220882205,11.041503229979,11.1685619593067,10.9247775411642,11.1012405489879,12.1580220882205,3.81510058866799,4.12455250647618
"401","2000","United Kingdom",0,0,0,0,0,0,"GBR",62.7784474,0.121825545,37.686,4.53187694,4.3,"0.796",5.45,"0.459",0.662223426,4.318711868,18.985,1500.222,300.5442,31.1496,"United Kingdom",34.8,54.3,"UK","GBR",112,59522.47,1098.5,0.191331416,130.1230092,-24.482,220.728,186.156,32.21215,831.569,5.8,4.912916667,129.079609,5.5616,153.5326856,36.734,371.824,352.95,0.670151454,891.539,442.593125,663.886,227.632,799.5670166,5.713825054,109.3485336,74.59123354,0,0,0,0,"FLOAT","DEU",0,-0.059402958,0.180197284,0.097944565,0.057999998,NA,NA,0.135607839,0.044589441,0.039264824,-0.07965064,0.022,NA,NA,NA,0.049129166,0.020247687,0.059860922,0.057794556,0.077972278,"United Kingdom",38.884,365.191,18.868,177.206,416,277.16,196698.739779333,74116.2127168914,69903.5,68383.8284156236,56856.3661188753,196698.739779333,"7945.7442882528","8745.7703426618","23465.1594186705","28961.760913443","32384.018873615","16699.6920692902",3.19,-0.15,0.062231033,-0.021622096,0.083853129,0.086434477,0,401,0,37.803692,"United Kingdom",0,0,0,3,1,0.367,0.1984,1.84979838709677,0.615076653203798,3.66058285495882,5.90042050438648,6.03068526026126,0.0680762014720739,0.103643989802498,12.1894285975408,11.1548709984991,11.2133895824518,10.9482834738921,11.1328916489853,12.1894285975408,3.63240676981362,4.13961182030201
"402","2001","United Kingdom",0,0,0,0,0,0,"GBR",63.9639707,0.390791488,34.958,3.697321338,2.6,"1.234",5.1,"0.259",0.674674856,2.578751678,22.987,1538.909,318.1722,36.9641,"United Kingdom",34.4,53.9,"UK","GBR",112,59723.24,1142.023,0.186807021,131.7280921,-22.173,225.705,188.168,34.84386,884.8511,4.76,5.054333333,142.2310102,4.6955,161.3810018,33.999,383.865,377.093,0.689464975,979.148,483.9346563,732.614,246.568,871.2719727,5.558822445,109.6156311,74.86078979,0,0,0,0,"FLOAT","DEU",0,-0.132198229,0.142503053,0.029548567,0.047600001,NA,NA,0.101882555,0.040620495,0.036864631,-0.154189304,0.026000001,NA,NA,NA,0.050543334,0.021991078,0.024222203,0.022634996,0.038574286,"United Kingdom",44.541,365.788,22.058,181.153,436,284.818,207679.877928261,80268.9428236635,75729.3,60773.0234867461,68784.8795944173,207679.877928261,"10811.3734504724","9495.5331646474","35051.0312872058","31295.5156959277","31730.5486067515","13426.9416920918",1.74,-1.45,0.005848833,0.005160735,0.000688098,-1.582527059,0,402,0,42.985142,"United Kingdom",0,0,4,0,1,0.3719,0.1983,1.87544125063036,0.628843965405274,3.79641011330597,5.9020539306073,6.07764224334903,0.0774459479386837,0.116176397560818,12.24375312471,11.2349204187006,11.2931380607843,11.1387392264308,11.0149012768413,12.24375312471,3.76085452109891,4.15831996702693
"403","2002","United Kingdom",0,0,0,0,0,0,"GBR",62.9705236,0.500403233,35.435,3.636087041,1.8,"1.259",5.2,"-0.552",0.688839337,1.791983802,25.601,1566.486,343.6724,40.712,"United Kingdom",33.6,53.3,"UK","GBR",112,59912.43,1190.336,0.186605273,133.3864341,-22.221,225.105,185.577,37.031,944.9553,3.86,5.04675,167.9424857,5.0369,166.7767192,34.215,388.594,408.201,0.62042437,1090.4,546.14125,826.647,263.763,932.223999,5.220986821,116.7686234,75.50680053,0,0,0,0,"FLOAT","DEU",0,-0.222602606,0.218594193,0.102086544,0.038600001,NA,NA,0.180769309,0.03782488,0.032034099,-0.249616414,0.035999998,NA,NA,NA,0.050467499,0.027013808,0.064212911,0.063456342,0.070343271,"United Kingdom",48.085,372.932,24.077,186.73,454,323.909,216287.3473494,86953.2881689965,86691.6,59879.2409931293,71642.6199792639,216287.3473494,"10957.415946177","10444.6499011795","36029.0459770925","33291.6641676444","33633.5081976427","14211.5081548149",-0.22,-1.96,0.013267054,0.007584954,0.0056821,-0.330797972,0,403,0,37.132179,"United Kingdom",0,0,1,1,1,0.3745,0.1936,1.93440082644628,0.659797628114798,3.87297027816445,5.9213960973941,6.11809719804135,0.0743326057627297,0.118461651270221,12.2843631143883,11.3701122722618,11.3731263358471,11.1794454269641,11.0000851629878,12.2843631143883,3.61448395216595,4.14266673753675
"404","2003","United Kingdom",0,0,0,0,0,0,"GBR",63.2116394,0.538728423,36.764,3.165074004,3.1,"1.362",5,"0.086",0.697042082,3.146533068,28.093,1615.776,342.5568,40.5972,"United Kingdom",33.1,53.2,"UK","GBR",112,60094.65,1259.97,0.181925621,135.202614,-19.196,233.501,186.66,39.84424,1006.433,3.56,4.884833333,199.7801407,4.807,171.6819168,35.398,410.383,448.796,0.560318261,1193.615,621.63825,916.161,277.406,933.2860107,5.228961314,117.4670029,77.05176286,0,0,0,0,"FLOAT","DEU",0,0.201757312,0.222094327,0.021113666,0.035599999,NA,NA,0.189577356,0.032516964,0.027334888,0.165623009,0.030999999,NA,NA,NA,0.048848335,0.036134314,0.196085066,0.215067357,0.028356832,"United Kingdom",53.693,378.613,27.084,190.985,475,387.016,230587.651442588,93867.357711489,90829.3,59493.0701962834,81026.7572201907,230587.651442588,"14525.2872757567","11379.3401553886","40039.5604519664","35192.2337665013","36386.4096121921","15082.569337079",-1.81,-1.59,0.082801447,0.074876232,0.007925214,-0.162762381,0,404,0,31.1327,"United Kingdom",0,0,0,1,1,0.3871,0.1899,2.03844128488678,0.712185439765362,3.98328263920052,5.93651457521689,6.16331480403464,0.0699816028277901,0.118512316789508,12.348386335698,11.4167371997617,11.449637976554,11.3025347151574,10.9936151174615,12.348386335698,3.43825871374735,4.14648845191754
"405","2004","United Kingdom",0,0,0,0,0,0,"GBR",64.4279723,0.912192474,39.802,3.539810293,2.4,"1.344",4.75,"0.172",0.744324721,2.426512091,34.185,1654.983,378.087,50.3714,"United Kingdom",33,53.3,"UK","GBR",112,60270.71,1322.795,0.18106026,137.0190923,-22.12753641,249.298,188.557,42.18297,1079.428,4.44,4.773583333,230.0181599,4.5942,179.530233,38.391,447.869,483.501,0.517759138,1308.052,696.2056875,1015.494,292.565,976.1290283,4.913370617,115.9645157,77.67348105,0,0,0,0,"FLOAT","DEU",0,0.125950113,0.179300249,0.066380545,0.044399999,NA,NA,0.151356488,0.027943753,0.024270287,0.092095166,0.030999999,NA,NA,NA,0.047735833,0.03385495,0.150250033,0.161301747,0.055390272,"United Kingdom",62.64,375.733,32.399,194.341,494,469.777,241453.613970537,102235.458730879,92118.9,66011.0351306224,84258.3846768241,241453.613970537,"14761.2962076761","11457.9290814351","43483.0723500002","38789.5382247995","38551.7958937442","14556.0870377126",-1.79,0.02,0.218224658,-0.020471467,0.238696125,1.198626736,0,405,0.214325933816316,29.368151,"United Kingdom",0,0,0,1,1,0.3793,0.1915,1.98067885117493,0.683439640074153,4.13740405168255,5.92887878476196,6.20253551718792,0.068966765082156,0.13322700859855,12.3944326589699,11.4308354129167,11.5350338508909,11.3416433646493,11.0975772059812,12.3944326589699,3.37991078783209,4.16554789129105
"406","2005","United Kingdom",0,0,0,0,0,0,"GBR",64.0764005,-0.169436889,41,2.356389569,2.7,"2.057",4.825,"0.79",1.088444648,2.738880097,21.621,1700.311,400.8782,31.6191,"United Kingdom",33.3,53.4,"UK","GBR",112,60441.46,1399.656,0.180031055,139.8374979,-16.15127452,268.946,209.716,43.64542,1185.56,4.55,4.43875,243.2177672,4.7503,187.3785492,39.592,482.283,520.173,0.580753818,1425.522,762.979625,1062.387,363.017,1167.207031,3.878981101,110.8884964,78.71475571,0,0,0,0,"FLOAT","DEU",0,0.216436103,0.082482807,0.085014172,0.045499999,NA,NA,0.057386812,0.025095997,0.023733979,0.181005925,0.029999999,NA,NA,NA,0.044387501,0.035430178,0.123713516,0.130181521,0.065257087,"United Kingdom",38.34,418.786,20.194,220.582,506,498.398,246078.722758716,107239.681486768,93836.5,72831.0845227638,103471.340831486,246078.722758716,"18160.9707709399","23420.8449694577","46453.9155295493","39673.3335375612","38334.9648080562","15435.6095615391",-1.71,0.0800000000000001,0.078834769,0.032445165,0.046389604,-0.382871916,0,406,0.0835021724347369,34.627991,"United Kingdom",0,0,0,0,1,0.3878,0.1844,2.10303687635575,0.743382431686058,3.6464937376175,6.03736004959331,6.22653666928747,0.040517819092372,0.0788745808577269,12.4134067749361,11.4493091851041,11.5828216222482,11.5470499531647,11.1958981282553,12.4134067749361,3.54466234344821,4.16007612920987
"407","2006","United Kingdom",0,0,0,0,0,0,"GBR",64.5631209,0.808878661,42.058,2.173787534,2.4,"2.329",5.425,"1.38",1.032643451,2.386269335,37.776,1740.885,427.4006,55.4119,"United Kingdom",33.4,53.4,"UK","GBR",112,60609.15,1476.722,0.181608999,143.0939112,-31.2691626,304.335,245.384,45.84563,1304.358,4.65,4.241083333,255.0113659,5.3497,196.2079049,40.516,509.973,549.137,0.50942435,1592.527,846.6403125,1164.318,428.067,1265.892944,3.952366885,106.0641708,78.42661117,0,0,0,0,"FLOAT","DEU",0,0.164316475,0.072914496,-0.005019864,0.046500001,NA,NA,0.048487365,0.024427135,0.0232975,0.131502897,0.028999999,NA,NA,NA,0.042410832,0.032813583,0.097693808,0.106433436,0.020740069,"United Kingdom",65.367,406.385,35.792,222.516,517,536.103,246777.037804346,112960.628862829,97981.4,75980.7940297978,99534.166076702,246777.037804346,"19837.5307649513","14844.4429570567","49377.4045843715","39404.2379609761","39459.821837568","15474.7877703224",-1.9,-0.19,0.125625324,0.032193207,0.093432117,0.464866269,0,407,0.281022519011053,27.63748,"United Kingdom",0,0,0,0,1,0.3867,0.1814,2.13175303197354,0.756944660932215,4.18001754396025,6.00730098613428,6.24804287450843,0.066763289890189,0.129648624732862,12.4162405269943,11.4925329437208,11.63479461984,11.5082562418614,11.2382358771976,12.4162405269943,3.31917282252885,4.16764336387137
"408","2007","United Kingdom",0,0,0,0,0,0,"GBR",65.8436314,0.784844471,43.174,2.688825043,2.6,"2.323",5.35,"2.552",0.961198925,2.620333911,39.842,1786.502,444.2637,58.2199,"United Kingdom",32.9,53.2,"UK","GBR",112,60776.24,1552.47,0.184846316,146.4177561,-36.34984577,312.487,220.938,48.5842,1442.989,5.53,4.632083333,276.0476625,5.262,206.0183002,41.547,540.524,578.777,0.499151443,1763.498,925.0261875,1267.252,495.739,1312.427979,3.407608615,105.8094864,78.13765142,1,1,0,0,"FLOAT","DEU",0,0.050815117,0.106570236,0.062061258,0.055300001,NA,NA,0.082494482,0.024075756,0.022240996,0.020208851,0.029999999,NA,NA,NA,0.046320833,0.030606264,0.084461942,0.087428249,0.058680631,"United Kingdom",66.415,424.027,37.471,239.231,524,608.295,254716.686683387,116523.469568354,101345.6,79000.4326524244,104120.268634827,254716.686683387,"21565.6550360457","16255.7804103627","50442.0740688117","40904.8869280183","38285.2254104465","15856.7591196067",-2.18,-0.28,0.144846536,0.106451756,0.03839478,-0.160798638,1,408,0,32.956631,"United Kingdom",0,0,0,0,1,0.389,0.1836,2.11873638344227,0.750819865432056,4.19592293458447,6.0497971324498,6.26149168432104,0.0616000460302978,0.13104806897345,12.4479071738721,11.5262917370255,11.6658479872208,11.5533019391554,11.2772086080471,12.4479071738721,3.49519248501116,4.18728270976886
"409","2008","United Kingdom",0,0,0,0,0,0,"GBR",64.7330665,1.130835784,50.827,0.9889178,-0.2,"3.602",5.725,"1.173",0.741609396,-0.225748418,48.299,1782.469,407.863,60.6555,"United Kingdom",32.9,53.5,"UK","GBR",112,60943.91,1598.752,0.179445308,151.6916,-62.98233417,343.052,249.514,52.08833,1496.955,4.32,4.591416667,266.1630214,5.615,213.8666164,49.327,568.287,644.731,0.685965153,1843.045,978.097625,1335.868,507.025,1481.897949,2.681673643,97.25270081,77.76792366,0,0,0,0,"FLOAT","DEU",0,-0.297510684,-0.012756275,0.159729064,0.043200001,NA,NA,-0.035808988,0.023052713,0.023908865,-0.327761412,0.045000002,NA,NA,NA,0.045914166,0.030250737,-0.057768811,-0.081118986,0.101464532,"United Kingdom",78.34,390.549,46.385,231.247,535,597.013,262863.840985423,122224.846325666,103006.5,79863.2451680995,139495.870101813,262863.840985423,"21197.0190778932","15191.7003385545","86475.91873617","41394.0837968799","41628.9724046768","16631.231949195",-3.85,-1.67,0,0,0,-1.97138219,0,409,0,26.302549,"United Kingdom",0,0,0,0,1,0.367,0.1897,1.93463363205061,0.659917971113602,4.36105832823768,5.96755344156141,6.28226674689601,0.0776951255667799,0.148715377467434,12.479391462215,11.5425473720167,11.7136176301392,11.8457902748004,11.2880710155053,12.479391462215,3.26966585463936,4.17027214514148
"410","2009","United Kingdom",0,0,0,0,0,0,"GBR",65.7412943,1.279891992,64.915,1.482179549,-4.6,"2.165",7.625,"-4.44",0.520625447,-4.61494702,52.223,1700.209,382.2605,58.6156,"United Kingdom",32.6,54.2,"UK","GBR",112,61067.49466,1557.12,0.161307299,154.9762093,-51.59645316,309.438,225.844,55.71461,1518.131,0.53,4.545,239.8007649,7.5373,213.3760966,63.193,519.325,666.777,0.617474529,1840.727,1000.943625,1347.335,493.374,1459.269043,4.523078394,95.56864166,75.38982685,0,0,0,0,"FLOAT","DEU",0,0.289519548,-0.074654639,-0.015163528,0.0053,NA,NA,-0.099044569,0.024389928,0.027071182,0.249534458,0.032000002,NA,NA,NA,0.045449998,0.039985105,0.034544937,0.041666016,-0.004931764,"United Kingdom",85.041,328.049,51.228,197.614,542,530.567,283204.932204492,130898.782975476,105629.5,72950.3675202719,125718.4659994,283204.932204492,"24860.9109042585","16628.828470778","67366.0758361652","42783.9953010365","43000.2535007158","16862.6507881978",-5.57,-1.72,0.30758367,0.152494013,0.155089656,-2.618863904,0,410,0,26.361589,"United Kingdom",0,1,1,0,1,0.3788,0.1832,2.06768558951965,0.726429909071893,4.44313349313671,5.79316298747043,6.29526600143965,0.0965533099495445,0.153339411213034,12.5539260566264,11.5676929673023,11.782179654494,11.7418002891142,11.1975345919132,12.5539260566264,3.27190798854587,4.18572725620776
"411","2010","United Kingdom",0.4,0.14,0.26,1,1,1,"GBR",66.1548177,1.155075004,75.86,0.325995091,2.2,"3.298",7.9,"-3.334",0.575449138,2.238665952,51.577,1738.271,403.7051,60.124,"United Kingdom",32,54.3,"UK","GBR",112,61556.92913,1612.195,0.160552372,160.0875905,-49.93137943,362.383,262.895,57.89951,1556.035,0.5,4.2379,253.6093747,7.7866,218.2812942,74.273,554.36,699.95,0.638773555,1670.13,1014.428875,1221.319,449.167,1414.484009,4.903718851,101.9265289,74.27388072,0,0,0,0,"FLOAT","DEU",0,0.1415793,0.085034922,0.101185143,0.005,NA,NA,0.057581078,0.027453844,0.025959091,0.109406501,0.028999999,NA,NA,NA,0.042378999,0.032172788,0.095318623,0.104137056,0.053092573,"United Kingdom",86.471,343.471,51.609,204.997,542,535.116,290340.616224438,131876.240726491,108670.5,93800.8732847146,111347.269979729,290340.616224438,"21421.5816767422","16704.5759753358","56467.9074275582","41987.2942777653","44007.0156193297","16753.2049000925",-4.39,1.18,0.507940665,0.169989227,0.337480524,4.275903155,0,411,0,37.50753,"United Kingdom",0,0,2,2,5.9752,0.3486,0.198,1.76060606060606,0.565658102391385,4.45980909760999,5.83910268306202,6.29526600143965,0.0964445092279057,0.148930494066089,12.5788100514367,11.5960756471322,11.7896191915207,11.6204091549151,11.4489294450226,12.5788100514367,3.62454171281874,4.19199771784097
"412","2011","United Kingdom",1.04,0.715,0.325,0,0,0,"GBR",65.9542354,0.825398905,81.425,-1.328693294,1.1,"4.464",8.1,"-3.447",0.644761462,1.145103381,48.039,1758.176,400.3056,55.3518,"United Kingdom",31.5,53.9,"UK","GBR",112,62071.8652,1669.509,0.161206172,167.2334096,-30.06515351,397.006,295.865,61.01739,1577.787,0.48,3.8322,248.7791331,8.0377,223.1864918,79.975,580.564,701.12,0.646788694,1643.496,1025.854813,1218.891,424.041,1463.310059,4.871960032,101.8471222,75.7404127,0,0,0,0,"FLOAT","DEU",0,-0.034272619,0.007561952,0.184078768,0.0048,NA,NA,-0.019045066,0.026607018,0.027123589,-0.066930071,0.035,NA,NA,NA,0.038322002,0.032657448,0.013107864,-0.00545853,0.094439387,"United Kingdom",81.39,344.143,49.519,209.382,542,556.636,291162.530824103,129630.580119386,102150.6,100259.788637404,98377.4523214998,291162.530824103,"17060.5234744301","15423.5253749806","49977.0866795739","39453.9806798185","43268.3554503057","15916.3167925152",-2.36,2.03,0.851092255,0.266640461,0.584451794,-0.445252795,0,412,1.76466578096632,33.273399,"United Kingdom",3,0,5,7,9,0.3586,0.195,1.83897435897436,0.609208002607286,4.39925241533895,5.84105726866948,6.29526600143965,0.0889611882810311,0.138273858771898,12.5816369154052,11.5342034739436,11.772443992778,11.4965669137089,11.5155199826705,12.5816369154052,3.5047582489238,4.18896109848105
